user_id,fund_category,fund_name,investment_amount,risk_profile,investment_date,fund_performance,user_age,fund_risk_level,investment_duration_years
537,Equity,Fidelity 500 Index Fund,472814.59,Aggressive,1/16/2011,-49.1,69,Low,7
538,Equity,Fidelity 500 Index Fund,469804.52,Aggressive,12/6/2014,-40.35,83,Low,8
539,Fixed Income,Fidelity 500 Index Fund,585041.54,Moderate,5/11/2020,34.39,53,Medium,15
540,Equity,BlackRock Global Allocation Fund,51555.56,Aggressive,8/1/2016,40.77,18,High,30
541,Balanced,Fidelity 500 Index Fund,844498.18,Aggressive,5/31/2020,-33.48,24,Low,10
542,Balanced,Fidelity 500 Index Fund,712374.96,Aggressive,6/23/2016,45.55,18,Low,17
543,Equity,Fidelity 500 Index Fund,751079.39,Aggressive,2/20/2014,-0.77,26,High,28
544,Fixed Income,Fidelity 500 Index Fund,619169.48,Moderate,4/25/2014,-27.27,82,High,2
545,Equity,Vanguard Total Stock Market Index Fund,299756.61,Conservative,9/23/2019,29.18,70,Medium,28
546,Balanced,Fidelity 500 Index Fund,64733.07,Conservative,4/16/2015,48.14,43,Low,18
547,Balanced,BlackRock Global Allocation Fund,532050.17,Moderate,1/9/2019,21.63,52,Medium,4
548,Balanced,Fidelity 500 Index Fund,820312.4,Moderate,12/1/2012,-49.33,78,Medium,10
549,Fixed Income,BlackRock Global Allocation Fund,359258.71,Conservative,2/5/2010,33.82,42,Low,13
550,Fixed Income,Fidelity 500 Index Fund,244915.47,Aggressive,2/9/2021,-47.42,41,High,23
551,Equity,Fidelity 500 Index Fund,2502.8,Conservative,10/19/2010,-42.95,32,High,17
552,Equity,Fidelity 500 Index Fund,741917.63,Moderate,5/20/2011,-44.57,42,Medium,29
553,Balanced,Vanguard Total Stock Market Index Fund,607330.45,Moderate,1/19/2018,-26.87,84,Low,28
554,Balanced,BlackRock Global Allocation Fund,600373.69,Aggressive,11/9/2014,-22.67,80,High,19
555,Equity,Vanguard Total Stock Market Index Fund,364232.79,Moderate,4/28/2017,9.21,24,High,27
556,Balanced,Vanguard Total Stock Market Index Fund,50476.24,Aggressive,11/19/2017,-10.14,37,Medium,17
557,Equity,BlackRock Global Allocation Fund,837701.9,Moderate,7/22/2010,-40.3,72,Medium,23
558,Balanced,BlackRock Global Allocation Fund,633936.25,Moderate,8/22/2012,-24.83,28,Medium,8
559,Equity,Vanguard Total Stock Market Index Fund,533718.14,Aggressive,1/10/2017,-15.87,21,Low,20
560,Fixed Income,Fidelity 500 Index Fund,90958.23,Aggressive,9/20/2017,-23.01,75,High,3
561,Equity,Vanguard Total Stock Market Index Fund,367437.02,Conservative,8/1/2021,-5.61,39,Medium,17
562,Equity,Vanguard Total Stock Market Index Fund,882971.84,Conservative,6/7/2014,34.47,42,Medium,27
563,Balanced,BlackRock Global Allocation Fund,942422.7,Aggressive,1/25/2021,37.81,68,Low,28
564,Fixed Income,Fidelity 500 Index Fund,265645.53,Conservative,8/28/2018,-2.52,26,Low,16
565,Balanced,Vanguard Total Stock Market Index Fund,665361.61,Moderate,9/10/2014,-10.92,66,Low,14
566,Fixed Income,Vanguard Total Stock Market Index Fund,465407.35,Conservative,12/15/2020,-27.87,50,High,16
567,Equity,Vanguard Total Stock Market Index Fund,781467.57,Aggressive,8/19/2013,-7.72,45,Low,16
568,Balanced,BlackRock Global Allocation Fund,316578.27,Conservative,8/24/2020,-12.13,46,Low,4
569,Balanced,Fidelity 500 Index Fund,471733.34,Conservative,9/5/2018,38.18,18,Low,23
570,Balanced,BlackRock Global Allocation Fund,548437.65,Conservative,6/28/2010,6.02,21,Medium,10
571,Fixed Income,Fidelity 500 Index Fund,523934.82,Moderate,4/14/2013,-4.23,28,High,15
572,Balanced,Vanguard Total Stock Market Index Fund,8485.65,Moderate,7/5/2010,-0.49,30,Low,24
573,Balanced,Fidelity 500 Index Fund,399261.36,Conservative,1/10/2020,46.53,18,Medium,30
574,Fixed Income,Vanguard Total Stock Market Index Fund,605162.01,Conservative,11/5/2013,-32.22,49,High,25
575,Balanced,Fidelity 500 Index Fund,481589.84,Moderate,10/3/2021,36.02,84,High,16
576,Equity,Vanguard Total Stock Market Index Fund,654630.33,Conservative,3/11/2018,36.16,78,Medium,15
577,Fixed Income,Vanguard Total Stock Market Index Fund,911477.19,Aggressive,7/27/2017,4.71,73,High,7
578,Equity,BlackRock Global Allocation Fund,483271.57,Moderate,11/17/2012,-27.8,72,High,21
579,Fixed Income,Fidelity 500 Index Fund,719693.78,Moderate,6/19/2020,-9.48,59,Low,13
580,Fixed Income,BlackRock Global Allocation Fund,296319.38,Aggressive,10/25/2010,-20.12,80,Medium,22
581,Balanced,Vanguard Total Stock Market Index Fund,474299.81,Aggressive,9/28/2013,-48.31,38,High,2
582,Fixed Income,Fidelity 500 Index Fund,578883.08,Aggressive,7/15/2021,-24.81,54,High,13
583,Balanced,Fidelity 500 Index Fund,538242.5,Moderate,5/27/2021,-40.53,72,Medium,4
584,Equity,Fidelity 500 Index Fund,103176.17,Moderate,5/31/2017,-17.9,84,Medium,30
585,Equity,Fidelity 500 Index Fund,734816.45,Aggressive,2/23/2010,46.84,22,High,14
586,Balanced,Vanguard Total Stock Market Index Fund,153414.52,Conservative,3/23/2018,-0.3,41,Medium,1
587,Balanced,BlackRock Global Allocation Fund,660835.5,Moderate,9/5/2017,-28.58,75,High,23
588,Equity,Fidelity 500 Index Fund,876645.35,Moderate,7/24/2010,1.31,44,Medium,30
589,Balanced,Fidelity 500 Index Fund,592614.58,Conservative,4/19/2013,-4.89,83,High,14
590,Balanced,BlackRock Global Allocation Fund,601501.55,Moderate,5/11/2011,-20.55,76,Medium,22
591,Equity,BlackRock Global Allocation Fund,239475.49,Aggressive,9/10/2014,-13.21,35,Low,21
592,Fixed Income,BlackRock Global Allocation Fund,584866.43,Conservative,2/2/2016,-26.64,73,High,1
593,Fixed Income,Vanguard Total Stock Market Index Fund,308864.48,Moderate,11/23/2015,-37.25,46,Medium,20
594,Equity,Vanguard Total Stock Market Index Fund,748827.86,Aggressive,7/1/2020,42.2,69,Low,11
595,Fixed Income,Fidelity 500 Index Fund,54362.28,Aggressive,5/19/2020,-29.29,78,Low,7
596,Fixed Income,Fidelity 500 Index Fund,676918.77,Conservative,1/25/2012,30.78,30,High,30
597,Balanced,Vanguard Total Stock Market Index Fund,803356.36,Aggressive,11/15/2016,46.73,24,Low,7
598,Fixed Income,Fidelity 500 Index Fund,282989.68,Aggressive,11/8/2010,7.67,33,Medium,14
599,Balanced,Fidelity 500 Index Fund,501132.66,Aggressive,8/5/2021,44.26,72,High,16
600,Balanced,Vanguard Total Stock Market Index Fund,846647.79,Aggressive,8/13/2010,-18.2,70,High,21
601,Fixed Income,Fidelity 500 Index Fund,947807.37,Conservative,6/16/2017,44.57,22,Medium,10
602,Balanced,BlackRock Global Allocation Fund,660235.71,Conservative,8/5/2016,10.24,69,Low,8
603,Fixed Income,BlackRock Global Allocation Fund,247723.96,Moderate,9/19/2021,17.6,58,High,12
604,Balanced,Fidelity 500 Index Fund,448502.4,Conservative,1/1/2017,-15.24,26,High,8
605,Equity,Vanguard Total Stock Market Index Fund,927767.61,Moderate,6/9/2019,2.98,34,Medium,27
606,Balanced,BlackRock Global Allocation Fund,40643.83,Conservative,9/29/2016,-14.99,44,Medium,2
607,Balanced,BlackRock Global Allocation Fund,867237.26,Conservative,5/4/2021,22.6,75,High,30
608,Equity,Fidelity 500 Index Fund,7628.13,Moderate,7/20/2020,-35.36,18,Low,7
609,Fixed Income,Vanguard Total Stock Market Index Fund,942339.33,Conservative,7/12/2021,-38.06,44,Low,2
610,Fixed Income,Vanguard Total Stock Market Index Fund,242486.89,Aggressive,3/28/2012,-21.18,55,High,29
611,Balanced,BlackRock Global Allocation Fund,23034.93,Moderate,6/29/2011,-1.63,68,Low,10
612,Equity,BlackRock Global Allocation Fund,340125.93,Aggressive,10/27/2013,-38.26,42,Medium,22
613,Equity,Fidelity 500 Index Fund,818922.15,Conservative,11/29/2014,-35.35,62,High,4
614,Equity,Vanguard Total Stock Market Index Fund,878186.46,Moderate,3/26/2015,-26.1,55,Low,11
615,Balanced,BlackRock Global Allocation Fund,658581.55,Aggressive,7/15/2014,-7.1,70,Low,23
616,Equity,Vanguard Total Stock Market Index Fund,333263.96,Moderate,1/7/2019,29.28,74,Low,13
617,Equity,BlackRock Global Allocation Fund,835939.21,Aggressive,7/27/2013,15.08,47,High,8
618,Balanced,BlackRock Global Allocation Fund,463775.95,Moderate,4/17/2020,28.76,75,Medium,2
619,Fixed Income,BlackRock Global Allocation Fund,875011.19,Conservative,6/4/2018,20.56,48,Low,4
620,Equity,Fidelity 500 Index Fund,479417.96,Aggressive,6/9/2015,-16.51,85,High,1
621,Equity,Vanguard Total Stock Market Index Fund,550740.9,Conservative,9/30/2012,-27.36,29,Low,25
622,Equity,Fidelity 500 Index Fund,388996.82,Conservative,10/9/2020,-43.97,66,Low,10
623,Fixed Income,Vanguard Total Stock Market Index Fund,737690.83,Conservative,8/25/2013,-27.73,61,Low,3
624,Equity,Fidelity 500 Index Fund,4725.33,Aggressive,8/10/2015,33.98,37,Low,25
625,Equity,BlackRock Global Allocation Fund,729093.72,Moderate,5/3/2012,30.86,64,Low,8
626,Equity,Fidelity 500 Index Fund,67699.3,Moderate,1/4/2012,26.06,63,Medium,10
627,Equity,BlackRock Global Allocation Fund,360867.99,Moderate,5/28/2015,-11.4,34,Medium,2
628,Balanced,Vanguard Total Stock Market Index Fund,298300.88,Conservative,2/18/2017,20.42,45,High,10
629,Equity,BlackRock Global Allocation Fund,88791.45,Aggressive,5/27/2020,36.59,54,Medium,18
630,Fixed Income,BlackRock Global Allocation Fund,180417.15,Aggressive,10/26/2015,9.97,41,High,6
631,Equity,BlackRock Global Allocation Fund,238396.22,Conservative,11/30/2021,6.44,76,High,6
632,Equity,Vanguard Total Stock Market Index Fund,937909.95,Conservative,9/19/2011,42.28,45,High,11
633,Equity,Vanguard Total Stock Market Index Fund,845736.44,Moderate,5/2/2014,-49.01,45,Medium,21
634,Balanced,BlackRock Global Allocation Fund,396630.7,Aggressive,12/29/2015,-47.01,64,Medium,4
635,Balanced,Fidelity 500 Index Fund,276738.09,Conservative,2/28/2017,-40.79,43,Medium,29
636,Fixed Income,BlackRock Global Allocation Fund,412040.15,Moderate,4/23/2011,-14.2,84,Medium,19
637,Balanced,Fidelity 500 Index Fund,949370.15,Aggressive,12/14/2021,27.8,62,High,27
638,Fixed Income,Vanguard Total Stock Market Index Fund,286194.28,Conservative,1/4/2019,-24.36,32,Low,4
639,Balanced,Vanguard Total Stock Market Index Fund,912382.46,Aggressive,5/6/2020,5.99,38,Medium,9
640,Balanced,Fidelity 500 Index Fund,888385.89,Moderate,6/14/2019,16.61,55,Low,3
641,Balanced,BlackRock Global Allocation Fund,898069.59,Moderate,8/26/2010,-18.65,37,Medium,9
642,Fixed Income,BlackRock Global Allocation Fund,596278.54,Moderate,1/21/2011,4.24,65,Low,12
643,Equity,Fidelity 500 Index Fund,560498.76,Moderate,9/11/2013,-20.01,27,Low,26
644,Balanced,BlackRock Global Allocation Fund,471737.88,Aggressive,12/26/2012,-24.37,25,Low,12
645,Fixed Income,BlackRock Global Allocation Fund,27667.74,Aggressive,3/6/2019,-27.48,53,Low,27
646,Balanced,BlackRock Global Allocation Fund,501202.56,Aggressive,9/12/2010,4.62,55,Low,1
647,Equity,BlackRock Global Allocation Fund,195869.63,Moderate,5/31/2010,24.17,32,Low,4
648,Balanced,Vanguard Total Stock Market Index Fund,624630.13,Aggressive,4/4/2012,18.29,41,Low,15
649,Fixed Income,Fidelity 500 Index Fund,557980.1,Conservative,5/18/2017,23.22,68,High,24
650,Fixed Income,Fidelity 500 Index Fund,739554.07,Moderate,12/11/2020,-14.04,76,High,5
651,Equity,Fidelity 500 Index Fund,472628.96,Moderate,1/16/2015,-38.86,77,High,4
652,Equity,BlackRock Global Allocation Fund,771703.82,Aggressive,5/11/2018,-28.82,70,Low,27
653,Fixed Income,BlackRock Global Allocation Fund,243528.78,Aggressive,10/10/2013,-11.44,51,High,19
654,Balanced,BlackRock Global Allocation Fund,449946.34,Moderate,11/11/2015,-14.68,23,Medium,12
655,Balanced,Vanguard Total Stock Market Index Fund,283780.31,Aggressive,4/14/2019,9.49,85,Low,16
656,Balanced,Fidelity 500 Index Fund,624604.33,Conservative,8/26/2011,-7.34,69,Low,30
657,Fixed Income,BlackRock Global Allocation Fund,540283.91,Conservative,10/20/2012,12.04,68,High,6
658,Balanced,Fidelity 500 Index Fund,496931.98,Moderate,11/15/2021,14.67,50,High,29
659,Fixed Income,Fidelity 500 Index Fund,15204.82,Moderate,5/2/2015,-26.2,26,High,18
660,Equity,Fidelity 500 Index Fund,559430.54,Moderate,11/16/2018,17.73,67,High,22
661,Equity,Vanguard Total Stock Market Index Fund,892000.65,Conservative,7/2/2019,-8.28,36,Low,9
662,Equity,BlackRock Global Allocation Fund,523588.84,Conservative,7/20/2013,35.32,31,High,25
663,Balanced,Vanguard Total Stock Market Index Fund,921376.7,Conservative,5/15/2016,-6.59,61,Medium,5
664,Fixed Income,Vanguard Total Stock Market Index Fund,612299.58,Moderate,6/24/2015,-8.37,60,High,1
665,Balanced,Fidelity 500 Index Fund,204446.34,Aggressive,9/21/2014,20.09,66,Medium,21
666,Fixed Income,Fidelity 500 Index Fund,356185.83,Aggressive,9/20/2018,25.27,85,Medium,28
667,Balanced,Vanguard Total Stock Market Index Fund,523891.45,Moderate,5/31/2014,18.38,79,Medium,25
668,Fixed Income,Fidelity 500 Index Fund,717573.52,Conservative,10/26/2011,28.5,22,Medium,12
669,Balanced,Vanguard Total Stock Market Index Fund,660098.27,Moderate,5/17/2011,12.28,75,Medium,29
670,Balanced,Fidelity 500 Index Fund,649392.27,Conservative,11/8/2020,-5.81,28,Medium,12
671,Balanced,BlackRock Global Allocation Fund,192975.31,Aggressive,12/16/2010,-41.03,39,Medium,21
672,Fixed Income,BlackRock Global Allocation Fund,953469.6,Moderate,10/25/2017,-49.9,45,Low,23
673,Fixed Income,BlackRock Global Allocation Fund,953573.18,Aggressive,10/10/2016,-17.3,49,Medium,8
674,Balanced,Fidelity 500 Index Fund,652507.46,Conservative,3/11/2016,37.72,18,Low,19
675,Fixed Income,BlackRock Global Allocation Fund,331759.1,Aggressive,1/17/2012,-20.69,20,Medium,12
676,Balanced,BlackRock Global Allocation Fund,410259.96,Aggressive,10/9/2015,10.8,73,High,26
677,Equity,Vanguard Total Stock Market Index Fund,608202.03,Aggressive,11/13/2013,-7.49,83,Medium,16
678,Equity,Fidelity 500 Index Fund,60803.31,Aggressive,11/10/2010,47.53,83,Low,9
679,Fixed Income,Fidelity 500 Index Fund,472387.63,Conservative,9/1/2014,9.19,66,High,16
680,Balanced,Fidelity 500 Index Fund,879212.58,Moderate,9/8/2014,-11.77,24,High,12
681,Fixed Income,Fidelity 500 Index Fund,437521.68,Moderate,1/18/2011,25.35,82,Low,30
682,Equity,Vanguard Total Stock Market Index Fund,562936.13,Conservative,11/20/2014,13.23,80,Low,10
683,Equity,Vanguard Total Stock Market Index Fund,975497.46,Moderate,8/30/2010,24.97,70,Low,22
684,Equity,Fidelity 500 Index Fund,572065.66,Aggressive,3/31/2019,38.9,65,Medium,24
685,Balanced,Fidelity 500 Index Fund,225756.87,Conservative,3/26/2018,-1.76,62,High,19
686,Equity,Vanguard Total Stock Market Index Fund,474077.28,Aggressive,5/3/2013,15.33,80,Medium,22
687,Equity,Vanguard Total Stock Market Index Fund,560876.85,Conservative,5/27/2016,34.96,34,High,4
688,Fixed Income,Vanguard Total Stock Market Index Fund,153850.5,Aggressive,5/30/2015,47.1,69,Medium,18
689,Equity,BlackRock Global Allocation Fund,681586.86,Aggressive,11/4/2016,32.05,41,Medium,24
690,Fixed Income,BlackRock Global Allocation Fund,209868.35,Moderate,2/2/2021,24.44,21,Medium,20
691,Balanced,BlackRock Global Allocation Fund,743889.19,Aggressive,7/1/2014,-48.75,83,High,13
692,Equity,BlackRock Global Allocation Fund,670130.77,Conservative,1/14/2015,25.49,74,Medium,6
693,Fixed Income,Vanguard Total Stock Market Index Fund,727073.59,Conservative,10/20/2016,-4.26,73,Low,30
694,Fixed Income,Vanguard Total Stock Market Index Fund,20572.76,Moderate,1/11/2012,-47.4,62,High,3
695,Balanced,Fidelity 500 Index Fund,407265.48,Moderate,5/13/2020,7.85,69,High,17
696,Equity,Vanguard Total Stock Market Index Fund,43744.72,Conservative,10/23/2013,-30.3,38,High,11
697,Equity,BlackRock Global Allocation Fund,526848.21,Aggressive,3/23/2018,-35.55,39,Low,20
698,Fixed Income,Vanguard Total Stock Market Index Fund,555412.74,Aggressive,5/29/2019,-25.56,51,Medium,27
699,Balanced,BlackRock Global Allocation Fund,625570.14,Conservative,8/28/2021,-22.9,74,High,28
700,Balanced,BlackRock Global Allocation Fund,380146.78,Moderate,2/13/2017,-34.23,28,High,8
701,Fixed Income,Vanguard Total Stock Market Index Fund,132071.61,Moderate,8/4/2015,42.58,77,High,23
702,Balanced,BlackRock Global Allocation Fund,887881.85,Moderate,1/4/2015,-23.25,74,Low,22
703,Equity,BlackRock Global Allocation Fund,313809.35,Aggressive,8/30/2021,-40.32,82,High,5
704,Fixed Income,Fidelity 500 Index Fund,421482.37,Conservative,2/9/2010,-33.93,41,Low,16
705,Equity,BlackRock Global Allocation Fund,359707.78,Conservative,9/26/2010,3.74,20,Low,10
706,Fixed Income,BlackRock Global Allocation Fund,497376.28,Aggressive,5/14/2015,-44.58,56,High,6
707,Balanced,Fidelity 500 Index Fund,253336.89,Moderate,11/5/2019,-14.09,30,Medium,14
708,Fixed Income,BlackRock Global Allocation Fund,587161.39,Moderate,1/4/2016,-13.21,45,High,7
709,Balanced,BlackRock Global Allocation Fund,847401.0,Aggressive,11/4/2012,-32.64,33,High,23
710,Equity,BlackRock Global Allocation Fund,823637.2,Moderate,10/11/2011,15.15,33,High,29
711,Equity,BlackRock Global Allocation Fund,324257.61,Moderate,8/31/2019,14.21,72,Low,23
712,Fixed Income,Fidelity 500 Index Fund,262464.91,Aggressive,8/19/2020,-17.05,82,Low,6
713,Equity,Fidelity 500 Index Fund,864698.78,Conservative,10/14/2019,37.75,56,High,25
714,Balanced,Fidelity 500 Index Fund,188169.17,Aggressive,2/13/2010,-37.66,18,High,5
715,Fixed Income,Vanguard Total Stock Market Index Fund,824405.09,Moderate,12/10/2015,33.95,73,Low,1
716,Fixed Income,Fidelity 500 Index Fund,75880.25,Aggressive,8/26/2016,4.09,74,Low,5
717,Balanced,BlackRock Global Allocation Fund,155393.11,Conservative,6/11/2021,-6.56,25,High,2
718,Equity,BlackRock Global Allocation Fund,192212.93,Moderate,3/23/2013,-45.94,58,Medium,7
719,Equity,Fidelity 500 Index Fund,957213.6,Moderate,8/19/2019,-12.94,76,Low,23
720,Fixed Income,Fidelity 500 Index Fund,748786.46,Moderate,3/22/2010,44.87,37,Low,22
721,Balanced,Fidelity 500 Index Fund,274356.75,Conservative,7/1/2016,23.82,77,High,24
722,Equity,Vanguard Total Stock Market Index Fund,423217.31,Conservative,6/10/2019,-23.88,80,Low,28
723,Equity,BlackRock Global Allocation Fund,917443.61,Conservative,7/28/2013,11.32,40,Low,1
724,Balanced,Vanguard Total Stock Market Index Fund,143650.59,Aggressive,10/9/2020,-27.17,78,High,16
725,Fixed Income,Vanguard Total Stock Market Index Fund,794771.41,Conservative,6/30/2015,-23.24,68,Medium,22
726,Fixed Income,Vanguard Total Stock Market Index Fund,582486.32,Conservative,5/25/2013,40.35,22,Low,18
727,Fixed Income,Fidelity 500 Index Fund,783919.75,Conservative,11/26/2010,30.39,20,Medium,16
728,Fixed Income,Vanguard Total Stock Market Index Fund,531201.89,Conservative,10/20/2010,-32.55,73,Medium,22
729,Fixed Income,Fidelity 500 Index Fund,893285.78,Conservative,6/20/2011,-18.63,71,High,22
730,Balanced,Vanguard Total Stock Market Index Fund,610862.23,Conservative,7/31/2013,-38.43,27,Medium,16
731,Balanced,BlackRock Global Allocation Fund,230733.59,Moderate,3/12/2016,-28.91,73,High,12
732,Equity,Vanguard Total Stock Market Index Fund,451977.17,Moderate,2/7/2014,3.28,41,Low,16
733,Equity,Vanguard Total Stock Market Index Fund,509452.82,Moderate,8/9/2010,-12.46,72,Low,14
734,Fixed Income,Vanguard Total Stock Market Index Fund,207306.87,Aggressive,6/21/2012,-21.32,25,Low,22
735,Fixed Income,BlackRock Global Allocation Fund,350530.05,Moderate,6/28/2019,-37.73,59,High,26
736,Fixed Income,Fidelity 500 Index Fund,855183.0,Conservative,4/3/2015,46.09,77,High,14
737,Equity,BlackRock Global Allocation Fund,406037.05,Moderate,4/23/2015,-2.83,24,Low,1
738,Equity,Fidelity 500 Index Fund,174429.14,Aggressive,9/27/2021,-27.19,70,High,17
739,Balanced,BlackRock Global Allocation Fund,595965.56,Aggressive,9/25/2011,45.6,58,Medium,9
740,Balanced,BlackRock Global Allocation Fund,466520.53,Conservative,4/16/2011,-29.25,25,Medium,23
741,Balanced,Fidelity 500 Index Fund,377014.85,Moderate,6/28/2019,27.62,28,Low,7
742,Balanced,Vanguard Total Stock Market Index Fund,999755.13,Moderate,7/15/2020,25.61,48,High,24
743,Fixed Income,BlackRock Global Allocation Fund,957218.28,Aggressive,1/24/2012,41.73,55,Low,18
744,Balanced,Fidelity 500 Index Fund,78548.7,Aggressive,8/25/2021,17.36,60,Medium,20
745,Fixed Income,BlackRock Global Allocation Fund,918928.91,Conservative,8/31/2011,-45.58,80,Medium,15
746,Equity,BlackRock Global Allocation Fund,346155.52,Moderate,1/23/2015,20.07,43,Low,23
747,Equity,Vanguard Total Stock Market Index Fund,511939.49,Conservative,3/11/2021,-32.54,49,Medium,22
748,Fixed Income,Vanguard Total Stock Market Index Fund,241955.08,Aggressive,5/15/2020,31.14,65,Medium,29
749,Equity,BlackRock Global Allocation Fund,772696.06,Aggressive,12/24/2017,-47.79,36,High,6
750,Balanced,BlackRock Global Allocation Fund,315177.35,Moderate,8/23/2018,38.41,73,Low,26
751,Fixed Income,Fidelity 500 Index Fund,185416.96,Conservative,3/8/2010,-1.45,66,High,13
752,Equity,BlackRock Global Allocation Fund,975447.08,Moderate,3/4/2018,25.39,85,Low,15
753,Balanced,Fidelity 500 Index Fund,222071.26,Aggressive,1/20/2015,0.61,48,Medium,8
754,Equity,Vanguard Total Stock Market Index Fund,762916.34,Conservative,10/22/2015,-34.84,29,Medium,26
755,Equity,BlackRock Global Allocation Fund,756098.39,Moderate,1/5/2015,-0.95,38,Medium,18
756,Fixed Income,BlackRock Global Allocation Fund,493683.94,Conservative,8/22/2016,-26.07,63,Medium,5
757,Equity,Vanguard Total Stock Market Index Fund,760445.4,Conservative,9/13/2017,-17.46,64,High,24
758,Fixed Income,Fidelity 500 Index Fund,681235.31,Moderate,1/6/2018,29.69,55,Low,24
759,Equity,Fidelity 500 Index Fund,338155.79,Conservative,10/30/2019,-41.37,60,Low,6
760,Balanced,BlackRock Global Allocation Fund,813177.33,Moderate,12/10/2015,17.31,61,Low,15
761,Fixed Income,Fidelity 500 Index Fund,467111.62,Conservative,4/17/2019,2.84,80,Medium,16
762,Balanced,Vanguard Total Stock Market Index Fund,640146.28,Aggressive,6/1/2011,-43.78,72,High,19
763,Fixed Income,Fidelity 500 Index Fund,661744.79,Conservative,8/7/2020,38.0,20,Medium,24
764,Balanced,BlackRock Global Allocation Fund,325000.91,Moderate,6/24/2015,-39.95,80,Medium,17
765,Balanced,BlackRock Global Allocation Fund,158975.8,Aggressive,5/5/2019,-1.85,72,High,12
766,Fixed Income,Fidelity 500 Index Fund,211881.37,Aggressive,2/16/2017,-35.05,66,Medium,16
767,Equity,Vanguard Total Stock Market Index Fund,915386.36,Moderate,9/20/2018,-33.05,26,Medium,18
768,Equity,BlackRock Global Allocation Fund,985048.13,Aggressive,12/29/2011,-46.89,65,High,9
769,Equity,BlackRock Global Allocation Fund,395959.57,Moderate,10/7/2020,-24.86,29,Medium,24
770,Equity,Vanguard Total Stock Market Index Fund,650477.09,Aggressive,1/18/2021,42.59,63,High,15
771,Fixed Income,BlackRock Global Allocation Fund,767387.3,Moderate,3/3/2018,43.01,70,High,26
772,Fixed Income,Vanguard Total Stock Market Index Fund,727627.04,Conservative,6/10/2012,18.81,40,Medium,12
773,Balanced,Fidelity 500 Index Fund,346607.89,Aggressive,11/20/2011,-41.99,54,Low,6
774,Balanced,Fidelity 500 Index Fund,569760.9,Aggressive,11/16/2017,-10.65,54,High,14
775,Equity,Fidelity 500 Index Fund,547360.76,Conservative,6/23/2021,17.82,53,High,26
776,Balanced,Vanguard Total Stock Market Index Fund,157380.48,Aggressive,5/19/2016,37.29,43,Medium,23
777,Balanced,Vanguard Total Stock Market Index Fund,682448.0,Conservative,9/26/2012,-16.66,21,Low,22
778,Equity,Fidelity 500 Index Fund,403650.2,Moderate,10/13/2018,-32.71,63,Medium,19
779,Fixed Income,BlackRock Global Allocation Fund,439389.55,Aggressive,5/9/2013,16.8,36,Medium,19
780,Balanced,BlackRock Global Allocation Fund,265059.77,Moderate,9/21/2021,26.58,29,Medium,6
781,Fixed Income,BlackRock Global Allocation Fund,866748.54,Moderate,11/24/2018,17.4,42,High,27
782,Equity,BlackRock Global Allocation Fund,465985.06,Aggressive,9/24/2014,-43.34,80,Medium,3
783,Fixed Income,Fidelity 500 Index Fund,56165.83,Moderate,12/26/2018,14.72,26,Medium,26
784,Balanced,Fidelity 500 Index Fund,516368.36,Aggressive,8/7/2018,-17.53,72,Medium,6
785,Equity,BlackRock Global Allocation Fund,964049.72,Moderate,9/26/2012,-40.26,19,High,22
786,Fixed Income,BlackRock Global Allocation Fund,7007.63,Conservative,2/2/2018,-9.4,81,Medium,5
787,Fixed Income,Vanguard Total Stock Market Index Fund,76740.87,Aggressive,12/30/2013,-31.01,36,High,3
788,Balanced,Vanguard Total Stock Market Index Fund,862534.16,Moderate,12/17/2015,46.26,50,Low,19
789,Balanced,Vanguard Total Stock Market Index Fund,653679.16,Conservative,2/27/2016,32.31,58,High,7
790,Equity,Vanguard Total Stock Market Index Fund,596429.18,Conservative,6/3/2013,0.33,34,High,29
791,Fixed Income,Fidelity 500 Index Fund,62278.06,Aggressive,3/12/2010,11.2,77,Low,3
792,Balanced,Vanguard Total Stock Market Index Fund,408393.83,Conservative,12/31/2010,-40.85,57,Low,25
793,Balanced,BlackRock Global Allocation Fund,688958.56,Moderate,5/15/2021,30.5,20,Low,14
794,Fixed Income,Fidelity 500 Index Fund,122592.87,Aggressive,7/22/2013,-34.41,21,Low,9
795,Balanced,Fidelity 500 Index Fund,909742.25,Moderate,8/11/2010,-36.25,69,High,15
796,Fixed Income,Fidelity 500 Index Fund,821049.95,Moderate,3/22/2020,9.35,61,Low,14
797,Fixed Income,Vanguard Total Stock Market Index Fund,433191.17,Conservative,4/6/2015,-10.8,70,Low,26
798,Equity,BlackRock Global Allocation Fund,337098.56,Moderate,4/17/2014,45.88,33,High,2
799,Balanced,Fidelity 500 Index Fund,424057.95,Aggressive,9/10/2015,-30.28,29,Low,11
800,Balanced,Fidelity 500 Index Fund,274322.16,Moderate,3/11/2010,29.82,36,High,13
801,Fixed Income,Fidelity 500 Index Fund,761876.67,Aggressive,5/27/2014,28.52,42,High,18
802,Balanced,Fidelity 500 Index Fund,184573.06,Conservative,12/9/2020,-3.38,20,Low,2
803,Fixed Income,Vanguard Total Stock Market Index Fund,846944.27,Moderate,2/10/2012,48.87,72,Low,12
804,Equity,Vanguard Total Stock Market Index Fund,109563.77,Conservative,4/12/2011,-34.83,82,Low,20
805,Equity,Vanguard Total Stock Market Index Fund,585175.13,Aggressive,12/14/2011,-16.73,72,High,7
